Federal organization,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (kt)
Agriculture and Agri-Food Canada,2018-19,fleet,1,liquified petroleum gas,12.82204586,0.000780336
Canada Border Services Agency,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3154.892833,0.221502659
Canada Border Services Agency,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12565.64399,0.894474599
Canada Border Services Agency,2018-19,facilities,1,liquified petroleum gas,2188.01614,0.133502061
Canada Border Services Agency,2018-19,facilities,1,natural gas,86997.26308,4.362090654
Canada Border Services Agency,2018-19,facilities,2,electricity,122009.7181,3.312170768
Canada Border Services Agency,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2737.417591,0.195732758
Canada Border Services Agency,2018-19,fleet,1,fuels with renewable content,29.09250927,0.001792334
Canada Border Services Agency,2018-19,fleet,1,fuels with renewable content,185.282519,0.012687996
Canada Border Services Agency,2018-19,fleet,1,gasoline,57853.82434,3.829509904
Canada Border Services Agency,2018-19,fleet,1,liquified petroleum gas,2.128571779,0.000129543
Canada Revenue Agency,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",284.718258,0.020358133
Canada Revenue Agency,2018-19,fleet,1,gasoline,2935.817363,0.194330143
Canadian Food Inspection Agency,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",298.775034,0.022317124
Canadian Food Inspection Agency,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",475.8506238,0.033409116
Canadian Food Inspection Agency,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11271.16821,0.802328031
Canadian Food Inspection Agency,2018-19,facilities,1,liquified petroleum gas,974.3968964,0.059452926
Canadian Food Inspection Agency,2018-19,facilities,1,natural gas,195568.7918,9.769384185
Canadian Food Inspection Agency,2018-19,facilities,2,district heating,8935.199402,0.731256985
Canadian Food Inspection Agency,2018-19,facilities,2,electricity,108215.6875,6.740382132
Canadian Food Inspection Agency,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",843.7948653,0.059263894
Canadian Food Inspection Agency,2018-19,fleet,1,fuels with renewable content,546.9166756,0.033694516
Canadian Food Inspection Agency,2018-19,fleet,1,gasoline,57199.94238,3.78772138
Canadian Space Agency,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",473.5820842,0.033249851
Canadian Space Agency,2018-19,facilities,1,liquified petroleum gas,16.47016287,0.001004929
Canadian Space Agency,2018-19,facilities,1,natural gas,23113.1263,1.146357165
Canadian Space Agency,2018-19,facilities,2,electricity,52731.27968,0.144651909
Canadian Space Agency,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",95.50321722,0.00670486
Canadian Space Agency,2018-19,fleet,1,gasoline,336.151401,0.022360544
Correctional Service Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",14024.75021,0.984667103
Correctional Service Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",66058.21724,4.70229535
Correctional Service Canada,2018-19,facilities,1,liquified petroleum gas,8095.258005,0.49393297
Correctional Service Canada,2018-19,facilities,1,natural gas,1580526.66,78.6542856
Correctional Service Canada,2018-19,facilities,2,electricity,763534.8075,36.36963571
Correctional Service Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1409.210464,0.100762332
Correctional Service Canada,2018-19,fleet,1,fuels with renewable content,46.4220469,0.002859975
Correctional Service Canada,2018-19,fleet,1,fuels with renewable content,71.38889837,0.004888655
Correctional Service Canada,2018-19,fleet,1,gasoline,32328.25024,2.139897705
Crown-Indigenous Relations and Northern Affairs Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2986.408257,0.212584835
Crown-Indigenous Relations and Northern Affairs Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12424.48217,0.872313508
Crown-Indigenous Relations and Northern Affairs Canada,2018-19,facilities,2,electricity,4008.301289,0.935270432
Crown-Indigenous Relations and Northern Affairs Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10.00395644,0.000715311
Crown-Indigenous Relations and Northern Affairs Canada,2018-19,fleet,1,fuels with renewable content,1.896159634,0.000116819
Crown-Indigenous Relations and Northern Affairs Canada,2018-19,fleet,1,gasoline,1306.339661,0.086470366
Employment and Social Development Canada,2018-19,fleet,1,gasoline,4692.765747,0.310627493
Environment and Climate Change Canada,2018-19,facilities,1,biomass,1756.999491,0
Environment and Climate Change Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3519.538263,0.250535099
Environment and Climate Change Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22617.75094,1.653354445
Environment and Climate Change Canada,2018-19,facilities,1,liquified petroleum gas,1711.008558,0.101720758
Environment and Climate Change Canada,2018-19,facilities,1,natural gas,140543.0555,6.943309899
Environment and Climate Change Canada,2018-19,facilities,2,electricity,129293.6516,3.049244286
Environment and Climate Change Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10743.41662,0.767305837
Environment and Climate Change Canada,2018-19,fleet,1,fuels with renewable content,42.32837844,0.002607772
Environment and Climate Change Canada,2018-19,fleet,1,fuels with renewable content,517.1680679,0.035415255
Environment and Climate Change Canada,2018-19,fleet,1,gasoline,33364.31514,2.215578305
Environment and Climate Change Canada,2018-19,fleet,1,liquified petroleum gas,4.983539283,0.000303293
Fisheries and Oceans Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",235.067421,0.017558468
Fisheries and Oceans Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2870.087012,0.201506622
Fisheries and Oceans Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",38544.91913,2.743786493
Fisheries and Oceans Canada,2018-19,facilities,1,liquified petroleum gas,10004.95988,0.610453568
Fisheries and Oceans Canada,2018-19,facilities,1,natural gas,103073.1436,5.160175808
Fisheries and Oceans Canada,2018-19,facilities,2,district heating,24519.02808,1.446622253
Fisheries and Oceans Canada,2018-19,facilities,2,electricity,247723.5457,12.91108562
Fisheries and Oceans Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24943.48901,1.783526783
Fisheries and Oceans Canada,2018-19,fleet,1,fuels with renewable content,110.2820072,0.006794262
Fisheries and Oceans Canada,2018-19,fleet,1,fuels with renewable content,656.2865334,0.038818695
Fisheries and Oceans Canada,2018-19,fleet,1,gasoline,79244.62556,5.245426864
Fisheries and Oceans Canada,2018-19,fleet,1,liquified petroleum gas,23.6648531,0.001440218
Health Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1355.590058,0.095307839
Health Canada,2018-19,facilities,1,natural gas,38734.17476,1.921174271
Health Canada,2018-19,facilities,2,district cooling,33267.1537,0.191442077
Health Canada,2018-19,facilities,2,district heating,10886.5273,1.102369729
Health Canada,2018-19,facilities,2,district heating,101594.2013,8.281959889
Health Canada,2018-19,facilities,2,electricity,80793.11451,0.520643477
Health Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",542.5575638,0.038794347
Health Canada,2018-19,fleet,1,fuels with renewable content,14.52878928,0.00099492
Health Canada,2018-19,fleet,1,fuels with renewable content,236.8168488,0.014589834
Health Canada,2018-19,fleet,1,gasoline,9652.890747,0.638952873
"Immigration, Refugees and Citizenship Canada",2018-19,fleet,1,gasoline,906.1568882,0.059981121
Indigenous Services Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1.903509885,0.000136106
Indigenous Services Canada,2018-19,fleet,1,fuels with renewable content,9.253938496,0.000570117
Indigenous Services Canada,2018-19,fleet,1,fuels with renewable content,69.19375804,0.000972704
Indigenous Services Canada,2018-19,fleet,1,gasoline,27922.68491,1.848281612
"Innovation, Science and Economic Development Canada",2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",130.4995632,0.009162277
"Innovation, Science and Economic Development Canada",2018-19,facilities,1,liquified petroleum gas,7.390520573,0.000450933
"Innovation, Science and Economic Development Canada",2018-19,facilities,1,natural gas,11945.65089,0.592696391
"Innovation, Science and Economic Development Canada",2018-19,facilities,2,electricity,11609.80524,0.093523425
"Innovation, Science and Economic Development Canada",2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3286.292496,0.234978894
"Innovation, Science and Economic Development Canada",2018-19,fleet,1,fuels with renewable content,31.4559339,0.00193794
"Innovation, Science and Economic Development Canada",2018-19,fleet,1,fuels with renewable content,95.76580715,0.005664455
"Innovation, Science and Economic Development Canada",2018-19,fleet,1,gasoline,12575.32842,0.832397292
"Innovation, Science and Economic Development Canada",2018-19,fleet,1,natural gas,0.001377352,0.000000078
Library and Archives Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",134.9308707,0.009473396
Library and Archives Canada,2018-19,facilities,1,natural gas,49099.95317,2.434710569
Library and Archives Canada,2018-19,facilities,2,electricity,45423.51831,0.097630024
National Defence,2018-19,facilities,1,aviation fuel,302210.5974,20.75832968
National Defence,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9294.339798,0.633668266
National Defence,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",140964.9277,10.52943823
National Defence,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",292881.4228,20.84850153
National Defence,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",323665.7913,22.72432719
National Defence,2018-19,facilities,1,liquified petroleum gas,77229.89586,4.712189916
National Defence,2018-19,facilities,1,natural gas,5900064.529,291.1566445
National Defence,2018-19,facilities,2,district cooling,689.0001907,0.00272844
National Defence,2018-19,facilities,2,district heating,48658.99097,4.112798584
National Defence,2018-19,facilities,2,electricity,3403219.56,134.3795127
National Defence,2018-19,fleet,1,aviation fuel,348.6802042,0.024049865
National Defence,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",221818.8195,15.86064465
National Defence,2018-19,fleet,1,fuels with renewable content,633.6608748,0.008907808
National Defence,2018-19,fleet,1,fuels with renewable content,17942.68406,1.228700725
National Defence,2018-19,fleet,1,fuels with renewable content,52774.72752,3.25135021
National Defence,2018-19,fleet,1,gasoline,156090.0632,10.33204581
National Defence,2018-19,fleet,1,liquified petroleum gas,860.3120416,0.0523577
National Research Council Canada,2018-19,facilities,1,aviation fuel,4009.280273,0.275390719
National Research Council Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",5186.510834,0.364140888
National Research Council Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",15419.56308,1.097627571
National Research Council Canada,2018-19,facilities,1,liquified petroleum gas,4769.871325,0.291034205
National Research Council Canada,2018-19,facilities,1,natural gas,556979.5435,27.63829197
National Research Council Canada,2018-19,facilities,2,district cooling,10871.21539,0.027504188
National Research Council Canada,2018-19,facilities,2,district heating,47856.91956,4.032916119
National Research Council Canada,2018-19,facilities,2,electricity,453021.0181,10.04859034
National Research Council Canada,2018-19,fleet,1,aviation fuel,449.2351341,0.033338158
National Research Council Canada,2018-19,fleet,1,aviation fuel,16452.74646,1.134811218
National Research Council Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",291.0187531,0.020808628
National Research Council Canada,2018-19,fleet,1,fuels with renewable content,1989.633728,0.122577539
National Research Council Canada,2018-19,fleet,1,gasoline,1529.190117,0.10122143
National Research Council Canada,2018-19,fleet,1,liquified petroleum gas,1.554033853,9.46E-05
Natural Resources Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9481.119385,0.674904984
Natural Resources Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10649.93386,0.747723795
Natural Resources Canada,2018-19,facilities,1,liquified petroleum gas,1589.841496,0.09700433
Natural Resources Canada,2018-19,facilities,1,natural gas,258756.499,12.8783231
Natural Resources Canada,2018-19,facilities,2,district cooling,462.3169063,0.001830775
Natural Resources Canada,2018-19,facilities,2,district heating,13487.92902,0.964583198
Natural Resources Canada,2018-19,facilities,2,electricity,171980.1204,5.496809755
Natural Resources Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1677.896118,0.119974099
Natural Resources Canada,2018-19,fleet,1,fuels with renewable content,4.375845,6.15E-05
Natural Resources Canada,2018-19,fleet,1,fuels with renewable content,17.09252781,0.001053038
Natural Resources Canada,2018-19,fleet,1,fuels with renewable content,164.9779288,0.011297557
Natural Resources Canada,2018-19,fleet,1,gasoline,10319.38357,0.683069441
Parks Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",14853.00308,1.042818008
Parks Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",47413.35155,3.375076216
Parks Canada,2018-19,facilities,1,liquified petroleum gas,47788.64348,2.91582812
Parks Canada,2018-19,facilities,1,natural gas,93791.58015,4.707756209
Parks Canada,2018-19,facilities,2,electricity,192937.0262,10.86309677
Parks Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",68509.14788,4.872769368
Parks Canada,2018-19,fleet,1,fuels with renewable content,26281.64368,1.799746246
Parks Canada,2018-19,fleet,1,fuels with renewable content,30040.96387,1.850766144
Parks Canada,2018-19,fleet,1,gasoline,93718.13545,6.246097686
Parks Canada,2018-19,fleet,1,liquified petroleum gas,220.8225842,0.013439034
Public Health Agency of Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",396.807478,0.028246385
Public Health Agency of Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",998.9404004,0.070134876
Public Health Agency of Canada,2018-19,facilities,1,natural gas,164457.2854,8.151264563
Public Health Agency of Canada,2018-19,facilities,2,electricity,78275.98991,0.049767898
Public Safety Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1258.231735,0.08833947
Public Safety Canada,2018-19,facilities,1,natural gas,62646.86133,3.108291138
Public Safety Canada,2018-19,facilities,2,electricity,88921.48975,0.716311756
Public Services and Procurement Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1079.09128,0.075762158
Public Services and Procurement Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",62466.15692,4.446597419
Public Services and Procurement Canada,2018-19,facilities,1,liquified petroleum gas,8709.285358,0.531397793
Public Services and Procurement Canada,2018-19,facilities,1,natural gas,1082558.211,53.78459147
Public Services and Procurement Canada,2018-19,facilities,2,district cooling,349061.3263,1.395500328
Public Services and Procurement Canada,2018-19,facilities,2,district heating,55965.19025,5.667035076
Public Services and Procurement Canada,2018-19,facilities,2,district heating,525007.6099,42.99330438
Public Services and Procurement Canada,2018-19,facilities,2,electricity,2715162.781,21.7983872
Public Services and Procurement Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2392.726942,0.171086543
Public Services and Procurement Canada,2018-19,fleet,1,fuels with renewable content,8.415572781,0.000118303
Public Services and Procurement Canada,2018-19,fleet,1,fuels with renewable content,18.68055959,0.001150874
Public Services and Procurement Canada,2018-19,fleet,1,fuels with renewable content,82.16056108,0.004859714
Public Services and Procurement Canada,2018-19,fleet,1,gasoline,9661.036252,0.639491703
Royal Canadian Mounted Police,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",16893.72905,1.202565162
Royal Canadian Mounted Police,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",32966.77661,2.462468658
Royal Canadian Mounted Police,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",42982.78503,3.017788406
Royal Canadian Mounted Police,2018-19,facilities,1,liquified petroleum gas,26658.2695,1.626557267
Royal Canadian Mounted Police,2018-19,facilities,1,natural gas,783947.9729,39.28468687
Royal Canadian Mounted Police,2018-19,facilities,2,electricity,495614.8553,38.57040005
Royal Canadian Mounted Police,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3470.674637,0.24816267
Royal Canadian Mounted Police,2018-19,fleet,1,fuels with renewable content,177.0516138,0.012124361
Royal Canadian Mounted Police,2018-19,fleet,1,fuels with renewable content,243.0718203,0.014975191
Royal Canadian Mounted Police,2018-19,fleet,1,gasoline,36864.04883,2.440135773
Royal Canadian Mounted Police,2018-19,fleet,1,natural gas,0.002326196,1.32E-07
Shared Services Canada,2018-19,fleet,1,gasoline,10220.00262,0.676491112
Transport Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1478.296127,0.110421964
Transport Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",5345.515855,0.375304635
Transport Canada,2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22404.43636,1.594839755
Transport Canada,2018-19,facilities,1,liquified petroleum gas,3410.313989,0.208080695
Transport Canada,2018-19,facilities,1,natural gas,27007.14051,1.345565148
Transport Canada,2018-19,facilities,2,electricity,88324.53164,1.292035135
Transport Canada,2018-19,fleet,1,aviation fuel,142352.4005,9.818612167
Transport Canada,2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",428815.5761,30.29725015
Transport Canada,2018-19,fleet,1,fuels with renewable content,228.9616231,0.015679107
Transport Canada,2018-19,fleet,1,gasoline,125350.0038,8.339366593
Transport Canada,2018-19,fleet,1,liquified petroleum gas,32.91564755,0.002003212
Agriculture and Agri-Food Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3197.896117,0.224521913
Agriculture and Agri-Food Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",47437.80994,3.376817901
Agriculture and Agri-Food Canada,2019-20,facilities,1,liquified petroleum gas,977.0420046,0.059614298
Agriculture and Agri-Food Canada,2019-20,facilities,1,natural gas,457290.1177,22.81842119
Agriculture and Agri-Food Canada,2019-20,facilities,2,district heating,47763.75342,4.037128189
Agriculture and Agri-Food Canada,2019-20,facilities,2,electricity,441511.2356,25.96793192
Agriculture and Agri-Food Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",25281.97568,1.781380886
Agriculture and Agri-Food Canada,2019-20,fleet,1,fuels with renewable content,20.12145519,0.000282861
Agriculture and Agri-Food Canada,2019-20,fleet,1,fuels with renewable content,2691.295241,0.181671533
Agriculture and Agri-Food Canada,2019-20,fleet,1,fuels with renewable content,8987.909427,0.562352635
Agriculture and Agri-Food Canada,2019-20,fleet,1,gasoline,24928.63692,1.656282829
Agriculture and Agri-Food Canada,2019-20,fleet,1,liquified petroleum gas,5.897230461,0.000358899
Canada Border Services Agency,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2696.511138,0.189320002
Canada Border Services Agency,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",7192.531452,0.511993833
Canada Border Services Agency,2019-20,facilities,1,liquified petroleum gas,4078.473952,0.248848424
Canada Border Services Agency,2019-20,facilities,1,natural gas,61333.39635,3.059968387
Canada Border Services Agency,2019-20,facilities,2,electricity,121651.1726,3.155528004
Canada Border Services Agency,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2832.325593,0.202519032
Canada Border Services Agency,2019-20,fleet,1,fuels with renewable content,15.34196246,0.000945189
Canada Border Services Agency,2019-20,fleet,1,fuels with renewable content,162.1406221,0.011103259
Canada Border Services Agency,2019-20,fleet,1,gasoline,61573.21666,4.075714849
Canada Border Services Agency,2019-20,fleet,1,liquified petroleum gas,1.756513774,0.0001069
Canada Revenue Agency,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",247.5328982,0.017699277
Canada Revenue Agency,2019-20,fleet,1,fuels with renewable content,1.130924381,6.97E-05
Canada Revenue Agency,2019-20,fleet,1,gasoline,2878.410666,0.190530209
Canadian Food Inspection Agency,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",415.2102231,0.029151601
Canadian Food Inspection Agency,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12232.27693,0.87074372
Canadian Food Inspection Agency,2019-20,facilities,1,liquified petroleum gas,1083.528216,0.066111613
Canadian Food Inspection Agency,2019-20,facilities,1,natural gas,189728.5427,9.480272114
Canadian Food Inspection Agency,2019-20,facilities,2,district heating,8780.40271,0.718588028
Canadian Food Inspection Agency,2019-20,facilities,2,electricity,107001.6162,6.644575407
Canadian Food Inspection Agency,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",815.2157135,0.057232696
Canadian Food Inspection Agency,2019-20,fleet,1,fuels with renewable content,93.44452015,0.001313614
Canadian Food Inspection Agency,2019-20,fleet,1,fuels with renewable content,216.0606067,0.013311081
Canadian Food Inspection Agency,2019-20,fleet,1,gasoline,53608.12939,3.549807335
Canadian Forces Morale and Welfare Services,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10.17631167,0.000714471
Canadian Forces Morale and Welfare Services,2019-20,facilities,1,natural gas,9461.582357,0.469446689
Canadian Forces Morale and Welfare Services,2019-20,facilities,2,electricity,24749.65735,0.199372192
Canadian Space Agency,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",284.0423813,0.019942399
Canadian Space Agency,2019-20,facilities,1,natural gas,20821.56493,1.03272039
Canadian Space Agency,2019-20,facilities,2,electricity,53137.33099,0.154186862
Canadian Space Agency,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",84.28550768,0.005917314
Canadian Space Agency,2019-20,fleet,1,gasoline,391.5772961,0.02600166
Correctional Service Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12415.04041,0.871650651
Correctional Service Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",64074.8342,4.561109951
Correctional Service Canada,2019-20,facilities,1,liquified petroleum gas,7314.401056,0.446288951
Correctional Service Canada,2019-20,facilities,1,natural gas,1424384.969,70.89612741
Correctional Service Canada,2019-20,facilities,2,electricity,760859.9935,36.22570177
Correctional Service Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2405.371017,0.171990509
Correctional Service Canada,2019-20,fleet,1,fuels with renewable content,45.81257939,0.002822426
Correctional Service Canada,2019-20,fleet,1,fuels with renewable content,86.15350008,0.005899721
Correctional Service Canada,2019-20,fleet,1,gasoline,43532.34229,2.881529572
Correctional Service Canada,2019-20,fleet,1,liquified petroleum gas,2.606930941,0.000158655
Correctional Service Canada,2019-20,fleet,1,natural gas,0.00886479,5.02E-07
Crown-Indigenous Relations and Northern Affairs Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3109.40055,0.221339895
Crown-Indigenous Relations and Northern Affairs Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10600.32757,0.744241296
Crown-Indigenous Relations and Northern Affairs Canada,2019-20,facilities,2,electricity,5362.387841,1.251223537
Crown-Indigenous Relations and Northern Affairs Canada,2019-20,fleet,1,gasoline,1214.255722,0.080375064
Employment and Social Development Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1.608599514,0.000115019
Employment and Social Development Canada,2019-20,fleet,1,fuels with renewable content,1.635440037,0.000111994
Employment and Social Development Canada,2019-20,fleet,1,fuels with renewable content,7.48305887,0.000461017
Employment and Social Development Canada,2019-20,fleet,1,gasoline,4529.350037,0.299810612
Environment and Climate Change Canada,2019-20,facilities,1,biomass,6611.699665,0
Environment and Climate Change Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3581.094542,0.254917
Environment and Climate Change Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20563.62207,1.503197652
Environment and Climate Change Canada,2019-20,facilities,1,liquified petroleum gas,1514.150733,0.090032098
Environment and Climate Change Canada,2019-20,facilities,1,natural gas,119884.8063,5.913151193
Environment and Climate Change Canada,2019-20,facilities,2,electricity,120584.8247,2.979988763
Environment and Climate Change Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11390.88284,0.813610924
Environment and Climate Change Canada,2019-20,fleet,1,fuels with renewable content,77.26852262,0.004828666
Environment and Climate Change Canada,2019-20,fleet,1,fuels with renewable content,673.1931152,0.046099737
Environment and Climate Change Canada,2019-20,fleet,1,gasoline,35488.5952,2.357603485
Environment and Climate Change Canada,2019-20,fleet,1,liquified petroleum gas,0.294355161,1.79E-05
Fisheries and Oceans Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",299.2424812,0.022352045
Fisheries and Oceans Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3090.42664,0.216976528
Fisheries and Oceans Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",37590.52377,2.675848069
Fisheries and Oceans Canada,2019-20,facilities,1,liquified petroleum gas,12506.0902,0.763060355
Fisheries and Oceans Canada,2019-20,facilities,1,natural gas,100011.2764,5.005613551
Fisheries and Oceans Canada,2019-20,facilities,2,district heating,21884.00842,1.291155899
Fisheries and Oceans Canada,2019-20,facilities,2,electricity,237631.0025,12.35955733
Fisheries and Oceans Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",28024.60935,2.003836105
Fisheries and Oceans Canada,2019-20,fleet,1,fuels with renewable content,111.8734303,0.006892306
Fisheries and Oceans Canada,2019-20,fleet,1,fuels with renewable content,573.4410253,0.033918456
Fisheries and Oceans Canada,2019-20,fleet,1,gasoline,78472.06955,5.194290896
Fisheries and Oceans Canada,2019-20,fleet,1,liquified petroleum gas,19.79241428,0.001204546
Health Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",79.15281487,0.005786059
Health Canada,2019-20,facilities,1,natural gas,36935.18576,1.831957528
Health Canada,2019-20,facilities,2,district cooling,32220.70733,0.186330259
Health Canada,2019-20,facilities,2,district heating,9272.9487,0.938978845
Health Canada,2019-20,facilities,2,district heating,90516.28422,7.378886845
Health Canada,2019-20,facilities,2,electricity,81915.38594,0.529850177
Health Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",123.4065113,0.008823898
Health Canada,2019-20,fleet,1,fuels with renewable content,13.67099833,0.000842244
Health Canada,2019-20,fleet,1,gasoline,5159.57486,0.341527027
"Immigration, Refugees and Citizenship Canada",2019-20,fleet,1,gasoline,580.0899715,0.038397816
Indigenous Services Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11.57809132,0.000827865
Indigenous Services Canada,2019-20,fleet,1,fuels with renewable content,1.471896127,0.000100794
Indigenous Services Canada,2019-20,fleet,1,fuels with renewable content,34.42986059,0.002121158
Indigenous Services Canada,2019-20,fleet,1,fuels with renewable content,175.6679001,0.002469483
Indigenous Services Canada,2019-20,fleet,1,gasoline,30328.98047,2.007561035
"Innovation, Science and Economic Development Canada",2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",40.48309684,0.002842288
"Innovation, Science and Economic Development Canada",2019-20,facilities,1,liquified petroleum gas,1.341429554,8.18E-05
"Innovation, Science and Economic Development Canada",2019-20,facilities,1,natural gas,12011.57921,0.595967479
