Federal organization,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (kt)
Public Services and Procurement Canada,2010-11,facilities,2,district energy,1015560.79,70.97332728
Public Services and Procurement Canada,2010-11,facilities,2,electricity,3180126.434,91.5039979
Public Services and Procurement Canada,2010-11,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4434.112794,0.316623322
Public Services and Procurement Canada,2010-11,fleet,1,Fuels with renewable content,1699.380803,0.104000637
Public Services and Procurement Canada,2010-11,fleet,1,Gasoline,12746.37525,0.816980466
Public Services and Procurement Canada,2010-11,fleet,1,Natural gas,0.0010678,6.09E-08
Transport Canada,2010-11,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",21241.4471,1.520833534
Transport Canada,2010-11,facilities,1,Liquified petroleum gas,2476.63412,0.151083488
Transport Canada,2010-11,facilities,1,natural gas,2554.4289,0.127320855
Transport Canada,2010-11,facilities,2,electricity,55260.4248,0.255824257
Transport Canada,2010-11,fleet,1,aviation fuel,152874.6709,10.54750791
Transport Canada,2010-11,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",553626.4537,39.09547589
Transport Canada,2010-11,fleet,1,Fuels with renewable content,2686.654623,0.162655024
Transport Canada,2010-11,fleet,1,Gasoline,22231.01055,1.42476211
Transport Canada,2010-11,fleet,1,Liquified petroleum gas,1887.6198,0.114878557
Agriculture and Agri-Food Canada,2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",42760.4712,3.043928388
Agriculture and Agri-Food Canada,2011-12,facilities,1,Liquified petroleum gas,866.96874,0.052888176
Agriculture and Agri-Food Canada,2011-12,facilities,1,natural gas,451914.4942,22.52485469
Agriculture and Agri-Food Canada,2011-12,facilities,2,district energy,113769,8.744630027
Agriculture and Agri-Food Canada,2011-12,facilities,2,electricity,459553.8852,40.3896687
Agriculture and Agri-Food Canada,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",43460.4095,3.045351771
Agriculture and Agri-Food Canada,2011-12,fleet,1,Fuels with renewable content,21330.05094,1.18784725
Agriculture and Agri-Food Canada,2011-12,fleet,1,Gasoline,49424.662,3.16789776
Agriculture and Agri-Food Canada,2011-12,fleet,1,Liquified petroleum gas,23.23458,0.001414032
Agriculture and Agri-Food Canada,2011-12,fleet,1,Natural gas,0.006194,3.53E-07
Canada Border Services Agency,2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10248.8697,0.730159092
Canada Border Services Agency,2011-12,facilities,1,Liquified petroleum gas,3184.98509,0.194295416
Canada Border Services Agency,2011-12,facilities,1,natural gas,50814.0625,2.532734375
Canada Border Services Agency,2011-12,facilities,2,electricity,115084.9152,4.314179175
Canada Border Services Agency,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4264.8199,0.303915344
Canada Border Services Agency,2011-12,fleet,1,Fuels with renewable content,7420.5016,0.118305816
Canada Border Services Agency,2011-12,fleet,1,Gasoline,54031.796,3.462666241
Canada Revenue Agency,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",766.16155,0.054445788
Canada Revenue Agency,2011-12,fleet,1,Fuels with renewable content,559.43492,0.034304629
Canada Revenue Agency,2011-12,fleet,1,Gasoline,4425.575,0.283616135
Employment and Social Development Canada,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",247.010301,0.017550827
Employment and Social Development Canada,2011-12,fleet,1,Fuels with renewable content,1167.895734,0.071615532
Employment and Social Development Canada,2011-12,fleet,1,Gasoline,11864.1425,0.760322047
Employment and Social Development Canada,2011-12,fleet,1,Liquified petroleum gas,2.143757,0.000130467
Employment and Social Development Canada,2011-12,fleet,1,Natural gas,0.014345,8.18E-07
Environment and Climate Change Canada,2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",21749.91507,1.59007212
Environment and Climate Change Canada,2011-12,facilities,1,Liquified petroleum gas,743.75966,0.045371984
Environment and Climate Change Canada,2011-12,facilities,1,natural gas,178933.2074,8.918599751
Environment and Climate Change Canada,2011-12,facilities,2,electricity,148566.3189,4.575685948
Environment and Climate Change Canada,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",7178.696494,0.510749414
Environment and Climate Change Canada,2011-12,fleet,1,Fuels with renewable content,6507.67191,0.399051364
Environment and Climate Change Canada,2011-12,fleet,1,Gasoline,45587.3635,2.922423127
Environment and Climate Change Canada,2011-12,fleet,1,Liquified petroleum gas,31.417303,0.001912024
Fisheries and Oceans Canada,2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",65968.1732,4.706099296
Fisheries and Oceans Canada,2011-12,facilities,1,Liquified petroleum gas,11296.18203,0.689107272
Fisheries and Oceans Canada,2011-12,facilities,1,natural gas,102037.4305,5.085869836
Fisheries and Oceans Canada,2011-12,facilities,2,district energy,22993,1.356587
Fisheries and Oceans Canada,2011-12,facilities,2,electricity,298911.4056,18.33338671
Fisheries and Oceans Canada,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",23897.285,1.708720768
Fisheries and Oceans Canada,2011-12,fleet,1,Fuels with renewable content,6215.88769,0.378828405
Fisheries and Oceans Canada,2011-12,fleet,1,Gasoline,96122.775,6.160096695
Fisheries and Oceans Canada,2011-12,fleet,1,Liquified petroleum gas,49.68353,0.003023687
Fisheries and Oceans Canada,2011-12,fleet,1,Natural gas,0.027854,1.59E-06
Health Canada,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",89.4305,0.006394524
Health Canada,2011-12,fleet,1,Fuels with renewable content,6041.74481,0.357949705
Health Canada,2011-12,fleet,1,Gasoline,30381.785,1.947038393
"Immigration, Refugees and Citizenship Canada",2011-12,fleet,1,Fuels with renewable content,285.3754321,0.017499262
"Immigration, Refugees and Citizenship Canada",2011-12,fleet,1,Gasoline,684.613755,0.043873962
Indigenous Services Canada,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",695.22543,0.049710506
Indigenous Services Canada,2011-12,fleet,1,Fuels with renewable content,625.761909,0.008555706
Indigenous Services Canada,2011-12,fleet,1,Gasoline,7246.5645,0.464401262
"Innovation, Science and Economic Development Canada",2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3379.2856,0.241628097
"Innovation, Science and Economic Development Canada",2011-12,fleet,1,Fuels with renewable content,3487.59361,0.212782342
"Innovation, Science and Economic Development Canada",2011-12,fleet,1,Gasoline,14559.335,0.933045383
"Innovation, Science and Economic Development Canada",2011-12,fleet,1,Liquified petroleum gas,0.53151,3.23E-05
"Innovation, Science and Economic Development Canada",2011-12,fleet,1,Natural gas,0.00988,5.64E-07
National Defence,2011-12,facilities,1,aviation fuel,379031.609,25.78225704
National Defence,2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1313792.086,96.48626439
National Defence,2011-12,facilities,1,Liquified petroleum gas,48201.97852,2.940492092
National Defence,2011-12,facilities,1,natural gas,5642097.809,281.2200868
National Defence,2011-12,facilities,2,district energy,10934,0.895382285
National Defence,2011-12,facilities,2,electricity,3535686.824,255.5459685
National Defence,2011-12,fleet,1,aviation fuel,1047.6862,0.072263091
National Defence,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",288245.8892,20.34034982
National Defence,2011-12,fleet,1,Fuels with renewable content,98551.97359,6.032132163
National Defence,2011-12,fleet,1,Gasoline,206585.015,13.23946654
National Defence,2011-12,fleet,1,Liquified petroleum gas,2613.53591,0.159057049
National Defence,2011-12,fleet,1,Natural gas,0.006726,3.84E-07
Natural Resources Canada,2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8194.769833,0.584831872
Natural Resources Canada,2011-12,facilities,1,Liquified petroleum gas,3416.319756,0.208407653
Natural Resources Canada,2011-12,facilities,1,natural gas,138130.6048,6.884868359
Natural Resources Canada,2011-12,facilities,2,district energy,112297.45,8.949379958
Natural Resources Canada,2011-12,facilities,2,electricity,190988.8817,8.416372476
Natural Resources Canada,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3517.985331,0.250079125
Natural Resources Canada,2011-12,fleet,1,Fuels with renewable content,2857.204005,0.124644961
Natural Resources Canada,2011-12,fleet,1,Gasoline,12741.0024,0.81651624
Natural Resources Canada,2011-12,fleet,1,Liquified petroleum gas,1.0124,6.16E-05
Parks Canada,2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",72774.29596,5.214823937
Parks Canada,2011-12,facilities,1,Liquified petroleum gas,44980.15594,2.743949458
Parks Canada,2011-12,facilities,1,natural gas,73374.78214,3.657232346
Parks Canada,2011-12,facilities,2,electricity,176403.1719,11.23017659
Parks Canada,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",82332.02944,5.714673174
Parks Canada,2011-12,fleet,1,Fuels with renewable content,28955.15285,1.775534077
Parks Canada,2011-12,fleet,1,Gasoline,74666.55742,4.780299666
Parks Canada,2011-12,fleet,1,Liquified petroleum gas,0.80992,4.93E-05
Parks Canada,2011-12,fleet,1,Natural gas,0.23708732,1.35E-05
Public Services and Procurement Canada,2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",71301.67169,5.075649928
Public Services and Procurement Canada,2011-12,facilities,1,Liquified petroleum gas,8563.68912,0.522415488
Public Services and Procurement Canada,2011-12,facilities,1,natural gas,909361.5629,45.32547047
Public Services and Procurement Canada,2011-12,facilities,2,district energy,937061.4273,65.38852713
Public Services and Procurement Canada,2011-12,facilities,2,electricity,3093277.626,70.39850889
Public Services and Procurement Canada,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3485.11999,0.248799493
Public Services and Procurement Canada,2011-12,fleet,1,Fuels with renewable content,2006.638694,0.122587914
Public Services and Procurement Canada,2011-12,fleet,1,Gasoline,12316.48635,0.789485149
Transport Canada,2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",16695.02476,1.198273414
Transport Canada,2011-12,facilities,1,Liquified petroleum gas,3059.718307,0.186653697
Transport Canada,2011-12,facilities,1,natural gas,2997.90056,0.149424892
Transport Canada,2011-12,facilities,2,electricity,56146.20538,0.242766624
Transport Canada,2011-12,fleet,1,aviation fuel,87143.40032,6.010836566
Transport Canada,2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",570732.8495,40.30499616
Transport Canada,2011-12,fleet,1,Fuels with renewable content,3065.106225,0.18711183
Transport Canada,2011-12,fleet,1,Gasoline,18741.7685,1.201148177
Transport Canada,2011-12,fleet,1,Liquified petroleum gas,2032.82327,0.123715488
Agriculture and Agri-Food Canada,2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",38482.8953,2.73964831
Agriculture and Agri-Food Canada,2012-13,facilities,1,Liquified petroleum gas,2605.58857,0.158950168
Agriculture and Agri-Food Canada,2012-13,facilities,1,natural gas,472787.1224,23.56521282
Agriculture and Agri-Food Canada,2012-13,facilities,2,district energy,85865,7.000946186
Agriculture and Agri-Food Canada,2012-13,facilities,2,electricity,463884.786,42.52477905
Agriculture and Agri-Food Canada,2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",36279.80267,2.540648482
Agriculture and Agri-Food Canada,2012-13,fleet,1,Fuels with renewable content,18272.93625,1.018633777
Agriculture and Agri-Food Canada,2012-13,fleet,1,Gasoline,53793.18875,3.448622317
Agriculture and Agri-Food Canada,2012-13,fleet,1,Liquified petroleum gas,60.66807,0.003692195
Agriculture and Agri-Food Canada,2012-13,fleet,1,Natural gas,0.010754,6.14E-07
Canada Border Services Agency,2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11055.5478,0.787419186
Canada Border Services Agency,2012-13,facilities,1,Liquified petroleum gas,3758.83872,0.229302528
Canada Border Services Agency,2012-13,facilities,1,natural gas,68107.42946,3.394690747
Canada Border Services Agency,2012-13,facilities,2,electricity,122119.0668,4.720629696
Canada Border Services Agency,2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3056.90684,0.218236276
Canada Border Services Agency,2012-13,fleet,1,Fuels with renewable content,8461.74265,0.128756144
Canada Border Services Agency,2012-13,fleet,1,Gasoline,48819.771,3.128649896
Canada Revenue Agency,2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",714.32273,0.051044829
Canada Revenue Agency,2012-13,fleet,1,Fuels with renewable content,430.32674,0.026387697
Canada Revenue Agency,2012-13,fleet,1,Gasoline,3838.625,0.246001025
Employment and Social Development Canada,2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",122.6749,0.008771588
Employment and Social Development Canada,2012-13,fleet,1,Fuels with renewable content,997.10928,0.061142882
Employment and Social Development Canada,2012-13,fleet,1,Gasoline,9702.875,0.621815675
Employment and Social Development Canada,2012-13,fleet,1,Liquified petroleum gas,0.78461,4.78E-05
Employment and Social Development Canada,2012-13,fleet,1,Natural gas,0.010222,5.83E-07
Environment and Climate Change Canada,2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20009.069,1.462804
Environment and Climate Change Canada,2012-13,facilities,1,Liquified petroleum gas,1665.19552,0.101582848
Environment and Climate Change Canada,2012-13,facilities,1,natural gas,184346.5128,9.188416099
Environment and Climate Change Canada,2012-13,facilities,2,electricity,110743.9236,4.485182889
Environment and Climate Change Canada,2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",6640.36974,0.473773628
Environment and Climate Change Canada,2012-13,fleet,1,Fuels with renewable content,6252.431844,0.383400007
Environment and Climate Change Canada,2012-13,fleet,1,Gasoline,40713.435,2.609892793
Environment and Climate Change Canada,2012-13,fleet,1,Liquified petroleum gas,1.946339,0.000118452
Fisheries and Oceans Canada,2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",60992.1279,4.348524204
Fisheries and Oceans Canada,2012-13,facilities,1,Liquified petroleum gas,10991.43951,0.670516894
Fisheries and Oceans Canada,2012-13,facilities,1,natural gas,106288.7669,5.297769955
Fisheries and Oceans Canada,2012-13,facilities,2,district energy,27475,1.621025
Fisheries and Oceans Canada,2012-13,facilities,2,electricity,284788.944,16.51189591
Fisheries and Oceans Canada,2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24082.3889,1.7219562
Fisheries and Oceans Canada,2012-13,fleet,1,Fuels with renewable content,5738.8483,0.349026035
Fisheries and Oceans Canada,2012-13,fleet,1,Gasoline,90333.25,5.78907085
Fisheries and Oceans Canada,2012-13,fleet,1,Liquified petroleum gas,108.25087,0.006588034
Fisheries and Oceans Canada,2012-13,fleet,1,Natural gas,0.006498,3.71E-07
Health Canada,2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",181.34284,0.012966505
Health Canada,2012-13,fleet,1,Fuels with renewable content,6432.953561,0.389030261
Health Canada,2012-13,fleet,1,Gasoline,30265.9595,1.939615633
Health Canada,2012-13,fleet,1,Liquified petroleum gas,0.615033,3.74E-05
Health Canada,2012-13,fleet,1,Natural gas,0.0016416,9.37E-08
"Immigration, Refugees and Citizenship Canada",2012-13,fleet,1,Fuels with renewable content,268.9035579,0.016489204
"Immigration, Refugees and Citizenship Canada",2012-13,fleet,1,Gasoline,829.722985,0.05317339
Indigenous Services Canada,2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",567.81665,0.040600432
Indigenous Services Canada,2012-13,fleet,1,Fuels with renewable content,532.426222,0.007279577
Indigenous Services Canada,2012-13,fleet,1,Gasoline,6861.09935,0.439698453
"Innovation, Science and Economic Development Canada",2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2906.7402,0.207839817
"Innovation, Science and Economic Development Canada",2012-13,fleet,1,Fuels with renewable content,3481.78063,0.213042832
"Innovation, Science and Economic Development Canada",2012-13,fleet,1,Gasoline,12906.915,0.827148867
"Innovation, Science and Economic Development Canada",2012-13,fleet,1,Natural gas,0.00171,9.76E-08
National Defence,2012-13,facilities,1,aviation fuel,80274.8364,5.460405984
National Defence,2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1585920.281,114.8316699
National Defence,2012-13,facilities,1,Liquified petroleum gas,36539.64356,2.229048189
National Defence,2012-13,facilities,1,natural gas,5624426.074,280.3392714
National Defence,2012-13,facilities,2,district energy,1508,0.111649645
National Defence,2012-13,facilities,2,electricity,3480170.882,252.6971732
National Defence,2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",264188.4862,18.67935758
National Defence,2012-13,fleet,1,Fuels with renewable content,84503.02012,5.164052935
National Defence,2012-13,fleet,1,Gasoline,191689.89,12.28480751
National Defence,2012-13,fleet,1,Liquified petroleum gas,2311.96726,0.140703898
National Defence,2012-13,fleet,1,Natural gas,0.014592,8.32E-07
Natural Resources Canada,2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8194.612134,0.586242832
